reference	query	refStart	queryStart	refEnd	queryEnd	identity
gi|184156320|ref|NC_010611.1|	NODE_6_length_105275_cov_21.9654_ID_11	5	570294	105148	675436	99.97
gi|184156320|ref|NC_010611.1|	NODE_80_length_11538_cov_22.6387_ID_159	171	675428	11538	686791	99.95
gi|184156320|ref|NC_010611.1|	NODE_100_length_8031_cov_22.8649_ID_199	1	692170	8031	700198	99.95
gi|184156320|ref|NC_010611.1|	NODE_108_length_6336_cov_24.1681_ID_215	6336	700101	109	706330	99.87
gi|184156320|ref|NC_010611.1|	NODE_24_length_49075_cov_22.6371_ID_47	48959	706289	1	755187	99.87
gi|184156320|ref|NC_010611.1|	NODE_105_length_6618_cov_19.9224_ID_209	1	755097	6618	761714	100.00
gi|184156320|ref|NC_010611.1|	NODE_78_length_13335_cov_14.81_ID_155	96	763408	13335	776643	99.97
gi|184156320|ref|NC_010611.1|	NODE_20_length_54553_cov_20.5013_ID_39	76	776637	54553	831114	99.98
gi|184156320|ref|NC_010611.1|	NODE_46_length_27669_cov_19.8262_ID_91	1	831026	27669	858694	99.99
gi|184156320|ref|NC_010611.1|	NODE_19_length_55154_cov_22.8018_ID_37	55154	858594	34598	879149	99.98
gi|184156320|ref|NC_010611.1|	NODE_85_length_10360_cov_20.9774_ID_169	10360	914282	32	924609	99.95
gi|184156320|ref|NC_010611.1|	NODE_30_length_38303_cov_22.237_ID_59	1	924585	35574	960157	99.88
gi|184156320|ref|NC_010611.1|	NODE_35_length_37204_cov_22.0728_ID_69	249	966773	37204	1003719	97.39
gi|184156320|ref|NC_010611.1|	NODE_14_length_60625_cov_21.9859_ID_27	60625	1003614	1	1064238	99.99
gi|184156320|ref|NC_010611.1|	NODE_90_length_9106_cov_21.0856_ID_179	9106	1064127	171	1073062	99.99
gi|184156320|ref|NC_010611.1|	NODE_106_length_6398_cov_21.2561_ID_211	128	1073054	6398	1079324	100.00
gi|184156320|ref|NC_010611.1|	NODE_51_length_26320_cov_21.2931_ID_101	1	1079234	26320	1105554	99.97
gi|184156320|ref|NC_010611.1|	NODE_27_length_45463_cov_20.3524_ID_53	1	1105617	4460	1110076	99.55
gi|184156320|ref|NC_010611.1|	NODE_95_length_8632_cov_16.748_ID_189	5930	1117141	7395	1118606	93.86
gi|184156320|ref|NC_010611.1|	NODE_88_length_9353_cov_22.127_ID_175	461	1141417	1548	1142510	90.05
gi|184156320|ref|NC_010611.1|	NODE_125_length_3351_cov_44.1647_ID_249	2374	1155085	1	1157458	98.15
gi|184156320|ref|NC_010611.1|	NODE_11_length_70725_cov_21.3792_ID_21	70725	1157332	67232	1160824	89.16
gi|184156320|ref|NC_010611.1|	NODE_26_length_47409_cov_19.8805_ID_51	47409	1157332	41039	1163702	99.97
gi|184156320|ref|NC_010611.1|	NODE_29_length_42480_cov_19.8289_ID_57	9041	1164130	7652	1165519	97.55
gi|184156320|ref|NC_010611.1|	NODE_110_length_5857_cov_21.2131_ID_219	128	1240303	5857	1246032	100.00
gi|184156320|ref|NC_010611.1|	NODE_69_length_16463_cov_25.0536_ID_137	1	1245925	16293	1262215	99.99
gi|184156320|ref|NC_010611.1|	NODE_63_length_20972_cov_20.1195_ID_125	128	1262207	20972	1283063	99.91
gi|184156320|ref|NC_010611.1|	NODE_81_length_11244_cov_18.336_ID_161	11244	1283247	1	1294489	99.83
gi|184156320|ref|NC_010611.1|	NODE_17_length_59192_cov_23.3786_ID_33	34368	1291582	33201	1292749	87.16
gi|184156320|ref|NC_010611.1|	NODE_59_length_22068_cov_19.2006_ID_117	1	1294431	22068	1316497	99.99
gi|184156320|ref|NC_010611.1|	NODE_37_length_36633_cov_21.0845_ID_73	36633	1317096	11522	1342207	99.99
gi|184156320|ref|NC_010611.1|	NODE_124_length_3752_cov_11.8538_ID_247	3752	1355192	1	1358942	99.97
gi|184156320|ref|NC_010611.1|	NODE_56_length_23376_cov_21.1951_ID_111	23376	1358831	1	1382205	99.99
gi|184156320|ref|NC_010611.1|	NODE_79_length_11841_cov_17.9712_ID_157	3627	1379983	4676	1381033	88.05
gi|184156320|ref|NC_010611.1|	NODE_28_length_43666_cov_20.2863_ID_55	43666	1382205	171	1425697	99.98
gi|184156320|ref|NC_010611.1|	NODE_41_length_31643_cov_22.5085_ID_81	31518	1425687	1	1457201	99.98
gi|184156320|ref|NC_010611.1|	NODE_10_length_72043_cov_22.7158_ID_19	71326	1458377	1	1529700	99.98
gi|184156320|ref|NC_010611.1|	NODE_120_length_4448_cov_16.3022_ID_239	3588	1458790	2476	1459909	85.37
gi|184156320|ref|NC_010611.1|	NODE_92_length_8895_cov_17.6713_ID_183	1	1529623	8895	1538516	99.93
gi|184156320|ref|NC_010611.1|	NODE_60_length_21782_cov_21.6015_ID_119	21289	1538715	1	1560000	99.81
gi|184156320|ref|NC_010611.1|	NODE_57_length_22902_cov_22.4158_ID_113	22902	1559920	127	1582694	99.99
gi|184156320|ref|NC_010611.1|	NODE_102_length_7734_cov_19.0164_ID_203	171	1582686	7375	1589890	99.96
gi|184156320|ref|NC_010611.1|	NODE_70_length_16379_cov_19.8001_ID_139	1	1590094	16379	1606472	99.93
gi|184156320|ref|NC_010611.1|	NODE_84_length_10672_cov_22.25_ID_167	1	1606656	10672	1617328	99.99
gi|184156320|ref|NC_010611.1|	NODE_133_length_2064_cov_16.049_ID_265	2064	1617376	1	1619439	100.00
gi|184156320|ref|NC_010611.1|	NODE_58_length_22332_cov_17.0958_ID_115	22332	1619381	1	1641713	99.98
gi|184156320|ref|NC_010611.1|	NODE_89_length_9179_cov_15.6583_ID_177	1	1641705	9179	1650883	99.96
gi|184156320|ref|NC_010611.1|	NODE_87_length_9523_cov_13.2119_ID_173	1	1650797	9523	1660319	99.99
gi|184156320|ref|NC_010611.1|	NODE_112_length_5410_cov_17.6371_ID_223	1	1660364	5410	1665773	100.00
gi|184156320|ref|NC_010611.1|	NODE_98_length_8253_cov_19.4665_ID_195	8253	1665923	1	1674174	99.99
gi|184156320|ref|NC_010611.1|	NODE_71_length_15856_cov_18.2973_ID_141	15856	1674082	1	1689938	99.99
gi|184156320|ref|NC_010611.1|	NODE_122_length_4294_cov_18.9302_ID_243	4289	1690886	1	1695175	99.98
gi|184156320|ref|NC_010611.1|	NODE_119_length_4526_cov_16.7834_ID_237	1	1695082	4526	1699608	99.91
gi|184156320|ref|NC_010611.1|	NODE_4_length_127765_cov_20.1089_ID_7	127765	1699517	4659	1822627	99.98
gi|184156320|ref|NC_010611.1|	NODE_101_length_7844_cov_16.569_ID_201	1	1827199	7844	1835042	99.97
gi|184156320|ref|NC_010611.1|	NODE_142_length_1391_cov_12.5989_ID_283	1391	1834967	1	1836357	100.00
gi|184156320|ref|NC_010611.1|	NODE_22_length_52546_cov_20.5733_ID_43	1	1836256	52546	1888800	99.99
gi|184156320|ref|NC_010611.1|	NODE_129_length_2579_cov_27.2276_ID_257	2579	1889427	171	1891835	100.00
gi|184156320|ref|NC_010611.1|	NODE_72_length_15644_cov_19.5135_ID_143	15621	1891827	1	1907448	99.99
gi|184156320|ref|NC_010611.1|	NODE_47_length_27225_cov_18.7682_ID_93	27225	1907340	128	1934437	99.99
gi|184156320|ref|NC_010611.1|	NODE_139_length_1671_cov_21.3646_ID_277	171	1934429	1671	1935929	100.00
gi|184156320|ref|NC_010611.1|	NODE_114_length_5244_cov_20.2974_ID_227	1	1935895	5244	1941137	99.96
gi|184156320|ref|NC_010611.1|	NODE_61_length_21702_cov_20.9784_ID_121	1	1941024	21702	1962712	99.93
gi|184156320|ref|NC_010611.1|	NODE_77_length_13392_cov_20.9851_ID_153	13392	1962629	1	1976021	99.99
gi|184156320|ref|NC_010611.1|	NODE_42_length_31236_cov_19.4328_ID_83	31236	1975988	1	2007221	99.98
gi|184156320|ref|NC_010611.1|	NODE_34_length_37477_cov_19.7962_ID_67	1	2007510	6049	2013557	98.86
gi|184156320|ref|NC_010611.1|	NODE_36_length_37157_cov_19.7605_ID_71	1	2007510	1166	2008676	94.26
gi|184156320|ref|NC_010611.1|	NODE_12_length_69909_cov_18.9016_ID_23	1	2140936	35018	2175954	99.99
gi|184156320|ref|NC_010611.1|	NODE_18_length_56933_cov_20.7889_ID_35	54775	2282924	52128	2285568	91.54
gi|184156320|ref|NC_010611.1|	NODE_126_length_3329_cov_14.406_ID_251	3329	2338931	1	2342257	99.40
gi|184156320|ref|NC_010611.1|	NODE_68_length_16469_cov_18.4387_ID_135	16469	2342707	11855	2347321	97.05
gi|184156320|ref|NC_010611.1|	NODE_38_length_36318_cov_19.6064_ID_75	36318	2361090	1	2397378	99.90
gi|184156320|ref|NC_010611.1|	NODE_117_length_4818_cov_19.7904_ID_233	4818	2397672	171	2402319	100.00
gi|184156320|ref|NC_010611.1|	NODE_9_length_86844_cov_21.9899_ID_17	86717	2413846	1	2500554	99.98
gi|184156320|ref|NC_010611.1|	NODE_43_length_30893_cov_24.1751_ID_85	30893	2500506	1	2531401	99.98
gi|184156320|ref|NC_010611.1|	NODE_132_length_2189_cov_20.7769_ID_263	1	2531374	2189	2533562	99.95
gi|184156320|ref|NC_010611.1|	NODE_131_length_2281_cov_20.8078_ID_261	2281	2533595	126	2535750	100.00
gi|184156320|ref|NC_010611.1|	NODE_74_length_15188_cov_25.043_ID_147	4622	2539679	1	2544302	99.96
gi|184156320|ref|NC_010611.1|	NODE_73_length_15567_cov_19.4249_ID_145	1	2544344	14106	2558447	99.96
gi|184156320|ref|NC_010611.1|	NODE_104_length_6691_cov_19.3536_ID_207	1	2561285	6691	2567975	100.00
gi|184156320|ref|NC_010611.1|	NODE_143_length_1380_cov_11.7279_ID_285	1380	2567876	1	2569255	100.00
gi|184156320|ref|NC_010611.1|	NODE_3_length_136848_cov_20.3556_ID_5	136848	2569166	14504	2691509	99.80
gi|184156320|ref|NC_010611.1|	NODE_91_length_8948_cov_25.1623_ID_181	1	2705922	8725	2714645	98.50
gi|184156320|ref|NC_010611.1|	NODE_45_length_28514_cov_20.3834_ID_89	127	2715780	28514	2744163	99.69
gi|184156320|ref|NC_010611.1|	NODE_107_length_6342_cov_16.8669_ID_213	1	2744077	6342	2750418	99.98
gi|184156320|ref|NC_010611.1|	NODE_64_length_20407_cov_20.0623_ID_127	1	2754763	20407	2775165	99.98
gi|184156320|ref|NC_010611.1|	NODE_31_length_37879_cov_22.0635_ID_61	37879	2775031	128	2812781	99.98
gi|184156320|ref|NC_010611.1|	NODE_94_length_8714_cov_20.4572_ID_187	8588	2812774	1	2821361	99.99
gi|184156320|ref|NC_010611.1|	NODE_2_length_165953_cov_20.9546_ID_3	165953	2821275	108617	2878609	99.99
gi|184156320|ref|NC_010611.1|	NODE_65_length_19874_cov_19.1568_ID_129	19614	2907682	16547	2910748	90.27
gi|184156320|ref|NC_010611.1|	NODE_82_length_10922_cov_22.6228_ID_163	10843	3041014	1	3051857	99.96
gi|184156320|ref|NC_010611.1|	NODE_99_length_8117_cov_19.0411_ID_197	1	3051756	8117	3059871	99.98
gi|184156320|ref|NC_010611.1|	NODE_115_length_5212_cov_19.284_ID_229	5212	3059772	1	3064984	99.94
gi|184156320|ref|NC_010611.1|	NODE_62_length_21357_cov_21.1903_ID_123	21357	3064888	933	3085320	99.84
gi|184156320|ref|NC_010611.1|	NODE_33_length_37769_cov_22.9435_ID_65	1	3085978	37769	3123746	99.91
gi|184156320|ref|NC_010611.1|	NODE_140_length_1515_cov_46.2608_ID_279	305	3127412	1515	3128622	98.02
gi|184156320|ref|NC_010611.1|	NODE_21_length_53956_cov_20.9935_ID_41	53956	3128647	32614	3149989	100.00
gi|184156320|ref|NC_010611.1|	NODE_25_length_48300_cov_22.7954_ID_49	48173	3226266	28461	3245978	99.99
gi|184156320|ref|NC_010611.1|	NODE_5_length_110631_cov_21.5511_ID_9	240	3273679	87826	3361267	99.99
gi|184156320|ref|NC_010611.1|	NODE_49_length_27059_cov_21.369_ID_97	356	3393370	17941	3410954	99.99
gi|184156320|ref|NC_010611.1|	NODE_53_length_25518_cov_18.8041_ID_105	25518	3426562	128	3451882	99.69
gi|184156320|ref|NC_010611.1|	NODE_8_length_87354_cov_22.206_ID_15	128	3451874	62187	3513959	99.94
gi|184156320|ref|NC_010611.1|	NODE_134_length_1912_cov_17.4611_ID_267	1	3539397	1912	3541308	100.00
gi|184156320|ref|NC_010611.1|	NODE_7_length_99742_cov_20.329_ID_13	1	3541480	80696	3622200	99.31
gi|184156320|ref|NC_010611.1|	NODE_48_length_27123_cov_23.5422_ID_95	27123	3639406	16047	3650446	97.90
gi|184156320|ref|NC_010611.1|	NODE_15_length_59799_cov_21.7223_ID_29	1664	3669228	4255	3671820	95.15
gi|184156320|ref|NC_010611.1|	NODE_23_length_49556_cov_23.3669_ID_45	49556	3727352	3602	3773323	98.41
gi|184156320|ref|NC_010611.1|	NODE_13_length_60967_cov_21.2164_ID_25	212	3782471	16162	3798421	97.93
gi|184156320|ref|NC_010611.1|	NODE_32_length_37785_cov_24.0781_ID_63	37782	3847903	1	3885676	98.32
gi|184156320|ref|NC_010611.1|	NODE_135_length_1859_cov_20.6103_ID_269	1	3885678	1859	3887540	98.60
