reference	query	refStart	queryStart	refEnd	queryEnd	identity
gi|184156320|ref|NC_010611.1|	NODE_58_length_24515_cov_17.8974_ID_115	1	462413	24515	486927	99.99
gi|184156320|ref|NC_010611.1|	NODE_5_length_57905_cov_18.7411_ID_9	1	486895	57666	544585	99.93
gi|184156320|ref|NC_010611.1|	NODE_4_length_62119_cov_19.0364_ID_7	128	544577	62119	606566	99.99
gi|184156320|ref|NC_010611.1|	NODE_213_length_3863_cov_12.3552_ID_425	1	606458	3863	610320	99.95
gi|184156320|ref|NC_010611.1|	NODE_10_length_53904_cov_18.3791_ID_19	53904	610286	1	664189	99.99
gi|184156320|ref|NC_010611.1|	NODE_120_length_10892_cov_17.4127_ID_239	1	664672	10765	675436	100.00
gi|184156320|ref|NC_010611.1|	NODE_111_length_11493_cov_18.6879_ID_221	128	675428	11493	686789	99.95
gi|184156320|ref|NC_010611.1|	NODE_183_length_5528_cov_146.075_ID_365	1	686768	5528	692296	99.78
gi|184156320|ref|NC_010611.1|	NODE_93_length_14299_cov_15.332_ID_185	14299	692170	138	706331	99.93
gi|184156320|ref|NC_010611.1|	NODE_15_length_42202_cov_17.5258_ID_29	42123	706269	1	748324	99.82
gi|184156320|ref|NC_010611.1|	NODE_160_length_7324_cov_11.3026_ID_319	1	748164	7324	755487	100.00
gi|184156320|ref|NC_010611.1|	NODE_184_length_5515_cov_19.1197_ID_367	5515	755858	1	761372	100.00
gi|184156320|ref|NC_010611.1|	NODE_3_length_64052_cov_23.2573_ID_5	27630	762322	26542	763410	100.00
gi|184156320|ref|NC_010611.1|	NODE_225_length_3094_cov_17.8766_ID_449	3094	763707	128	766673	100.00
gi|184156320|ref|NC_010611.1|	NODE_272_length_1462_cov_8.34981_ID_543	1	767516	1462	768976	99.93
gi|184156320|ref|NC_010611.1|	NODE_9_length_54510_cov_18.1454_ID_17	1	770011	54510	824520	99.98
gi|184156320|ref|NC_010611.1|	NODE_174_length_6645_cov_14.8446_ID_347	1	824428	6645	831072	99.97
gi|184156320|ref|NC_010611.1|	NODE_82_length_16509_cov_16.779_ID_163	1	830864	16382	847245	100.00
gi|184156320|ref|NC_010611.1|	NODE_62_length_23896_cov_17.1555_ID_123	96	847237	23896	871037	99.99
gi|184156320|ref|NC_010611.1|	NODE_14_length_42810_cov_18.6729_ID_27	42810	870938	34598	879149	99.98
gi|184156320|ref|NC_010611.1|	NODE_123_length_10259_cov_16.0544_ID_245	10259	914282	1	924540	100.00
gi|184156320|ref|NC_010611.1|	NODE_19_length_38362_cov_17.4063_ID_37	38310	924510	2663	960157	99.88
gi|184156320|ref|NC_010611.1|	NODE_87_length_15808_cov_16.3239_ID_173	15740	966362	1	982100	95.75
gi|184156320|ref|NC_010611.1|	NODE_152_length_7794_cov_16.6355_ID_303	1	982000	7794	989794	97.06
gi|184156320|ref|NC_010611.1|	NODE_136_length_9100_cov_19.7683_ID_271	1	989798	9100	998896	98.51
gi|184156320|ref|NC_010611.1|	NODE_125_length_9951_cov_17.1252_ID_249	9951	998798	126	1008623	100.00
gi|184156320|ref|NC_010611.1|	NODE_7_length_55598_cov_17.1818_ID_13	127	1008616	55598	1064087	99.99
gi|184156320|ref|NC_010611.1|	NODE_135_length_9183_cov_16.6822_ID_269	1	1064007	9056	1073062	100.00
gi|184156320|ref|NC_010611.1|	NODE_180_length_5967_cov_17.6707_ID_359	127	1073054	5967	1078893	99.98
gi|184156320|ref|NC_010611.1|	NODE_226_length_3075_cov_14.0719_ID_451	3075	1079116	1	1082190	100.00
gi|184156320|ref|NC_010611.1|	NODE_83_length_16243_cov_17.7897_ID_165	1	1082096	16243	1098337	99.97
gi|184156320|ref|NC_010611.1|	NODE_167_length_7122_cov_16.7257_ID_333	7122	1098314	1	1105436	99.96
gi|184156320|ref|NC_010611.1|	NODE_54_length_24836_cov_17.6151_ID_107	1	1105752	4325	1110076	99.42
gi|184156320|ref|NC_010611.1|	NODE_90_length_15380_cov_19.1589_ID_179	9660	1117141	8183	1118617	93.71
gi|184156320|ref|NC_010611.1|	NODE_255_length_1901_cov_8.5062_ID_509	1	1129130	1901	1131030	100.00
gi|184156320|ref|NC_010611.1|	NODE_113_length_11450_cov_20.2013_ID_225	1	1131092	11450	1142542	99.99
gi|184156320|ref|NC_010611.1|	NODE_217_length_3501_cov_19.4526_ID_433	1225	1141417	2312	1142510	90.05
gi|184156320|ref|NC_010611.1|	NODE_273_length_1426_cov_22.1386_ID_545	1120	1141417	1	1142542	87.51
gi|184156320|ref|NC_010611.1|	NODE_178_length_6037_cov_20.5959_ID_355	944	1144177	3102	1146336	89.59
gi|184156320|ref|NC_010611.1|	NODE_219_length_3490_cov_36.9147_ID_437	2	1153491	1048	1154537	95.89
gi|184156320|ref|NC_010611.1|	NODE_221_length_3398_cov_20.1718_ID_441	720	1155085	1908	1156273	90.85
gi|184156320|ref|NC_010611.1|	NODE_249_length_2340_cov_18.1514_ID_497	2340	1157332	1	1159671	100.00
gi|184156320|ref|NC_010611.1|	NODE_231_length_2893_cov_18.133_ID_461	3	1157979	2849	1160824	88.20
gi|184156320|ref|NC_010611.1|	NODE_266_length_1695_cov_22.5223_ID_531	3	1157979	1695	1159671	88.78
gi|184156320|ref|NC_010611.1|	NODE_237_length_2640_cov_12.9741_ID_473	1	1160233	2640	1162872	99.92
gi|184156320|ref|NC_010611.1|	NODE_16_length_41907_cov_16.563_ID_31	867	1163863	41780	1204775	99.98
gi|184156320|ref|NC_010611.1|	NODE_56_length_24672_cov_16.1266_ID_111	9077	1164130	7688	1165519	97.55
gi|184156320|ref|NC_010611.1|	NODE_64_length_22169_cov_18.5423_ID_127	128	1240303	22042	1262215	99.99
gi|184156320|ref|NC_010611.1|	NODE_68_length_20967_cov_17.0882_ID_135	20845	1262207	1	1283063	99.92
gi|184156320|ref|NC_010611.1|	NODE_39_length_27947_cov_15.9003_ID_77	27947	1283247	1	1311191	99.93
gi|184156320|ref|NC_010611.1|	NODE_112_length_11458_cov_16.303_ID_223	8359	1291582	9526	1292749	87.16
gi|184156320|ref|NC_010611.1|	NODE_248_length_2377_cov_11.5276_ID_495	1	1311142	2377	1313518	100.00
gi|184156320|ref|NC_010611.1|	NODE_264_length_1759_cov_15.4228_ID_527	1	1314543	1759	1316301	100.00
gi|184156320|ref|NC_010611.1|	NODE_205_length_4294_cov_16.5323_ID_409	1	1316916	4264	1321179	100.00
gi|184156320|ref|NC_010611.1|	NODE_302_length_1001_cov_7.53547_ID_603	1	1321326	1001	1322326	100.00
gi|184156320|ref|NC_010611.1|	NODE_24_length_35006_cov_16.2829_ID_47	1	1322318	19890	1342207	100.00
gi|184156320|ref|NC_010611.1|	NODE_143_length_8607_cov_19.27_ID_285	1	1358934	8607	1367540	100.00
gi|184156320|ref|NC_010611.1|	NODE_254_length_1939_cov_12.0088_ID_507	1939	1367892	1	1369829	99.95
gi|184156320|ref|NC_010611.1|	NODE_105_length_12558_cov_15.783_ID_209	1	1369719	12484	1382201	99.96
gi|184156320|ref|NC_010611.1|	NODE_144_length_8529_cov_12.1782_ID_287	315	1379983	1364	1381033	88.05
gi|184156320|ref|NC_010611.1|	NODE_85_length_15845_cov_16.4056_ID_169	1	1382202	15675	1397877	99.99
gi|184156320|ref|NC_010611.1|	NODE_44_length_26460_cov_17.3293_ID_87	26221	1397869	1	1424085	99.98
gi|184156320|ref|NC_010611.1|	NODE_294_length_1069_cov_10.6709_ID_587	1	1424012	1069	1425080	100.00
gi|184156320|ref|NC_010611.1|	NODE_268_length_1616_cov_8.02955_ID_535	1491	1425687	125	1427053	100.00
gi|184156320|ref|NC_010611.1|	NODE_38_length_28738_cov_17.5711_ID_75	28611	1427047	1	1455654	99.98
gi|184156320|ref|NC_010611.1|	NODE_236_length_2648_cov_6.22055_ID_471	2648	1456429	575	1458502	100.00
gi|184156320|ref|NC_010611.1|	NODE_2_length_71029_cov_17.1569_ID_3	71029	1458641	1	1529667	99.98
gi|184156320|ref|NC_010611.1|	NODE_108_length_12344_cov_16.6109_ID_215	8649	1458790	9761	1459909	85.37
gi|184156320|ref|NC_010611.1|	NODE_265_length_1716_cov_10.8049_ID_529	1	1530196	1716	1531911	99.94
gi|184156320|ref|NC_010611.1|	NODE_203_length_4315_cov_16.5938_ID_405	1	1532699	4315	1537013	100.00
gi|184156320|ref|NC_010611.1|	NODE_296_length_1057_cov_9.26667_ID_591	1	1536908	1057	1537964	100.00
gi|184156320|ref|NC_010611.1|	NODE_126_length_9895_cov_14.9456_ID_251	8	1539162	9895	1549049	99.86
gi|184156320|ref|NC_010611.1|	NODE_130_length_9349_cov_17.1853_ID_259	9349	1548991	1	1558339	99.99
gi|184156320|ref|NC_010611.1|	NODE_30_length_31978_cov_16.9823_ID_59	1	1558231	31661	1589890	99.98
gi|184156320|ref|NC_010611.1|	NODE_159_length_7387_cov_16.0529_ID_317	7387	1590190	1	1597575	99.97
gi|184156320|ref|NC_010611.1|	NODE_138_length_9001_cov_14.9939_ID_275	1	1597471	9001	1606472	99.90
gi|184156320|ref|NC_010611.1|	NODE_121_length_10672_cov_19.783_ID_241	1	1606656	10672	1617328	99.99
gi|184156320|ref|NC_010611.1|	NODE_252_length_2054_cov_17.4873_ID_503	1	1617423	2054	1619476	100.00
gi|184156320|ref|NC_010611.1|	NODE_128_length_9532_cov_17.0959_ID_255	9532	1619407	1	1628938	99.99
gi|184156320|ref|NC_010611.1|	NODE_96_length_13777_cov_16.6664_ID_191	1	1628842	13777	1642619	99.98
gi|184156320|ref|NC_010611.1|	NODE_155_length_7581_cov_16.0669_ID_309	7581	1642567	1	1650148	99.99
gi|184156320|ref|NC_010611.1|	NODE_232_length_2866_cov_8.2782_ID_463	1	1651039	2866	1653904	100.00
gi|184156320|ref|NC_010611.1|	NODE_207_length_4166_cov_10.5387_ID_413	4166	1653809	1	1657974	100.00
gi|184156320|ref|NC_010611.1|	NODE_244_length_2457_cov_15.6674_ID_487	1	1657877	2457	1660333	100.00
gi|184156320|ref|NC_010611.1|	NODE_182_length_5645_cov_16.4311_ID_363	5645	1660230	1	1665874	100.00
gi|184156320|ref|NC_010611.1|	NODE_145_length_8489_cov_16.2534_ID_289	2	1665946	8489	1674432	99.96
gi|184156320|ref|NC_010611.1|	NODE_251_length_2102_cov_16.1732_ID_501	4	1674335	2102	1676433	99.95
gi|184156320|ref|NC_010611.1|	NODE_97_length_13699_cov_17.649_ID_193	13699	1676341	1	1690040	99.99
gi|184156320|ref|NC_010611.1|	NODE_129_length_9444_cov_15.1238_ID_257	9444	1689986	1	1699429	99.93
gi|184156320|ref|NC_010611.1|	NODE_27_length_32123_cov_17.9393_ID_53	1	1699519	32123	1731639	99.99
gi|184156320|ref|NC_010611.1|	NODE_99_length_12889_cov_16.433_ID_197	1	1731565	12889	1744454	99.98
gi|184156320|ref|NC_010611.1|	NODE_18_length_40292_cov_16.5619_ID_35	40292	1744383	1	1784675	99.97
gi|184156320|ref|NC_010611.1|	NODE_63_length_23335_cov_17.0829_ID_125	23335	1784562	1	1807899	99.98
gi|184156320|ref|NC_010611.1|	NODE_230_length_2904_cov_18.2582_ID_459	1	1807787	2904	1810690	99.93
gi|184156320|ref|NC_010611.1|	NODE_181_length_5811_cov_17.563_ID_361	5811	1810599	1	1816409	99.98
gi|184156320|ref|NC_010611.1|	NODE_118_length_11009_cov_15.9781_ID_235	1	1816326	6302	1822627	99.97
gi|184156320|ref|NC_010611.1|	NODE_71_length_19464_cov_15.502_ID_141	19464	1828373	1	1847836	99.98
gi|184156320|ref|NC_010611.1|	NODE_127_length_9747_cov_17.6708_ID_253	9747	1847769	1	1857515	99.95
gi|184156320|ref|NC_010611.1|	NODE_134_length_9232_cov_18.1449_ID_267	9232	1857359	1	1866589	99.94
gi|184156320|ref|NC_010611.1|	NODE_92_length_14337_cov_17.853_ID_183	1	1866467	14337	1880803	99.99
gi|184156320|ref|NC_010611.1|	NODE_173_length_6668_cov_16.3385_ID_345	6668	1880711	1	1887378	99.94
gi|184156320|ref|NC_010611.1|	NODE_262_length_1781_cov_8.33071_ID_523	1781	1887398	1	1889178	100.00
gi|184156320|ref|NC_010611.1|	NODE_241_length_2525_cov_20.8332_ID_481	2525	1889437	128	1891835	99.96
gi|184156320|ref|NC_010611.1|	NODE_283_length_1227_cov_14.3445_ID_565	1	1891854	1227	1893080	100.00
gi|184156320|ref|NC_010611.1|	NODE_48_length_25845_cov_16.1794_ID_95	25845	1892978	1	1918823	99.98
gi|184156320|ref|NC_010611.1|	NODE_191_length_5105_cov_10.731_ID_381	5105	1918716	1	1923820	99.98
gi|184156320|ref|NC_010611.1|	NODE_122_length_10423_cov_18.3491_ID_243	1	1924140	10298	1934437	100.00
gi|184156320|ref|NC_010611.1|	NODE_284_length_1205_cov_13.2199_ID_567	128	1934429	1205	1935506	100.00
gi|184156320|ref|NC_010611.1|	NODE_192_length_5007_cov_18.1035_ID_383	1	1936273	5007	1941278	99.96
gi|184156320|ref|NC_010611.1|	NODE_98_length_13368_cov_18.396_ID_195	13368	1941183	1	1954537	99.88
gi|184156320|ref|NC_010611.1|	NODE_187_length_5473_cov_17.1238_ID_373	1	1954483	5473	1959955	100.00
gi|184156320|ref|NC_010611.1|	NODE_220_length_3453_cov_14.9735_ID_439	1	1959943	3453	1963395	99.97
gi|184156320|ref|NC_010611.1|	NODE_106_length_12554_cov_16.5787_ID_211	1	1963349	12554	1975903	99.99
gi|184156320|ref|NC_010611.1|	NODE_156_length_7537_cov_11.1572_ID_311	7537	1975966	1	1983501	99.99
gi|184156320|ref|NC_010611.1|	NODE_171_length_6713_cov_17.6944_ID_341	6713	1983796	1	1990507	99.96
gi|184156320|ref|NC_010611.1|	NODE_80_length_16808_cov_16.9543_ID_159	1	1990414	16808	2007221	100.00
gi|184156320|ref|NC_010611.1|	NODE_109_length_12308_cov_17.8411_ID_217	1	2007510	6049	2013557	98.86
gi|184156320|ref|NC_010611.1|	NODE_74_length_19206_cov_16.0619_ID_147	1	2007510	1166	2008676	94.26
gi|184156320|ref|NC_010611.1|	NODE_153_length_7771_cov_13.7268_ID_305	1	2019213	7771	2026982	99.96
gi|184156320|ref|NC_010611.1|	NODE_132_length_9280_cov_14.175_ID_263	9280	2026880	1	2036159	99.98
gi|184156320|ref|NC_010611.1|	NODE_146_length_8368_cov_14.5485_ID_291	8368	2036084	1	2044451	99.95
gi|184156320|ref|NC_010611.1|	NODE_77_length_17918_cov_15.7336_ID_153	17918	2044512	1	2062446	99.87
gi|184156320|ref|NC_010611.1|	NODE_234_length_2700_cov_14.7824_ID_467	2700	2081858	1	2084557	100.00
gi|184156320|ref|NC_010611.1|	NODE_37_length_28759_cov_17.6888_ID_73	1	2084474	28759	2113232	99.90
gi|184156320|ref|NC_010611.1|	NODE_66_length_21915_cov_18.7439_ID_131	7510	2091634	8855	2092979	97.85
gi|184156320|ref|NC_010611.1|	NODE_35_length_29404_cov_17.8523_ID_69	1	2146520	29404	2175924	99.98
gi|184156320|ref|NC_010611.1|	NODE_150_length_8013_cov_15.9377_ID_299	95	2177261	8013	2185174	99.94
gi|184156320|ref|NC_010611.1|	NODE_206_length_4279_cov_15.6185_ID_411	1	2185065	4279	2189344	99.98
gi|184156320|ref|NC_010611.1|	NODE_94_length_14252_cov_16.7317_ID_187	1	2189232	14252	2203484	99.96
gi|184156320|ref|NC_010611.1|	NODE_196_length_4507_cov_18.0938_ID_391	4507	2203534	1	2208042	99.93
gi|184156320|ref|NC_010611.1|	NODE_211_length_4015_cov_19.0077_ID_421	4015	2208016	1	2212030	100.00
gi|184156320|ref|NC_010611.1|	NODE_188_length_5371_cov_13.1667_ID_375	903	2214814	5371	2219281	99.98
gi|184156320|ref|NC_010611.1|	NODE_67_length_21162_cov_17.7812_ID_133	21162	2219209	88	2240284	99.98
gi|184156320|ref|NC_010611.1|	NODE_269_length_1604_cov_17.9817_ID_537	128	2240276	1604	2241752	100.00
gi|184156320|ref|NC_010611.1|	NODE_201_length_4349_cov_15.0928_ID_401	4349	2241651	1	2245999	100.00
gi|184156320|ref|NC_010611.1|	NODE_293_length_1080_cov_7.35257_ID_585	1	2245991	1080	2247071	99.81
gi|184156320|ref|NC_010611.1|	NODE_162_length_7282_cov_17.7532_ID_323	1	2246961	7282	2254241	99.99
gi|184156320|ref|NC_010611.1|	NODE_59_length_24381_cov_17.9301_ID_117	1	2254149	22964	2277121	99.83
gi|184156320|ref|NC_010611.1|	NODE_193_length_4979_cov_16.4922_ID_385	1623	2282924	4270	2285568	91.54
gi|184156320|ref|NC_010611.1|	NODE_12_length_50261_cov_18.2677_ID_23	222	2291385	11863	2303027	96.13
gi|184156320|ref|NC_010611.1|	NODE_141_length_8738_cov_18.5595_ID_281	1	2342650	4672	2347321	97.07
gi|184156320|ref|NC_010611.1|	NODE_151_length_7830_cov_14.5607_ID_301	5912	2352294	2811	2355394	94.66
gi|184156320|ref|NC_010611.1|	NODE_154_length_7648_cov_17.2251_ID_307	1	2360899	7648	2368546	99.99
gi|184156320|ref|NC_010611.1|	NODE_172_length_6683_cov_15.9837_ID_343	1	2368404	6632	2375035	99.98
gi|184156320|ref|NC_010611.1|	NODE_73_length_19301_cov_16.8903_ID_145	19138	2374997	1	2394134	99.97
gi|184156320|ref|NC_010611.1|	NODE_228_length_2929_cov_15.8779_ID_455	2929	2394499	1	2397427	100.00
gi|184156320|ref|NC_010611.1|	NODE_257_length_1852_cov_13.422_ID_513	1852	2397871	1	2399722	100.00
gi|184156320|ref|NC_010611.1|	NODE_238_length_2597_cov_17.402_ID_475	1	2399766	2554	2402319	100.00
gi|184156320|ref|NC_010611.1|	NODE_223_length_3229_cov_15.8191_ID_445	3229	2410753	126	2413856	100.00
gi|184156320|ref|NC_010611.1|	NODE_51_length_25075_cov_17.2939_ID_101	125	2413846	25075	2438795	99.98
gi|184156320|ref|NC_010611.1|	NODE_295_length_1062_cov_7.58182_ID_589	1	2438685	1022	2439706	99.51
gi|184156320|ref|NC_010611.1|	NODE_166_length_7122_cov_14.3245_ID_331	18	2439496	7122	2446599	99.79
gi|184156320|ref|NC_010611.1|	NODE_177_length_6165_cov_13.8417_ID_353	6165	2446487	1	2452649	99.92
gi|184156320|ref|NC_010611.1|	NODE_26_length_32219_cov_17.3042_ID_51	32219	2452897	1	2485112	99.98
gi|184156320|ref|NC_010611.1|	NODE_89_length_15650_cov_16.0815_ID_177	1	2485027	15650	2500675	99.98
gi|184156320|ref|NC_010611.1|	NODE_32_length_30736_cov_18.5252_ID_63	30736	2500624	1	2531362	99.98
gi|184156320|ref|NC_010611.1|	NODE_198_length_4473_cov_15.9211_ID_395	4473	2531403	126	2535750	99.98
gi|184156320|ref|NC_010611.1|	NODE_117_length_11047_cov_16.3364_ID_233	6645	2539679	11047	2544082	99.98
gi|184156320|ref|NC_010611.1|	NODE_240_length_2561_cov_18.2946_ID_479	1	2544344	2561	2546904	100.00
gi|184156320|ref|NC_010611.1|	NODE_216_length_3565_cov_11.7205_ID_431	1	2546717	3565	2550281	99.94
gi|184156320|ref|NC_010611.1|	NODE_157_length_7420_cov_14.885_ID_313	1	2550233	7420	2557651	99.95
gi|184156320|ref|NC_010611.1|	NODE_261_length_1802_cov_8.54985_ID_521	1034	2559535	1	2560568	99.90
gi|184156320|ref|NC_010611.1|	NODE_163_length_7261_cov_14.3789_ID_325	7261	2560519	1	2567779	99.99
gi|184156320|ref|NC_010611.1|	NODE_285_length_1182_cov_9.91469_ID_569	1	2567986	1182	2569167	100.00
gi|184156320|ref|NC_010611.1|	NODE_199_length_4361_cov_15.085_ID_397	1	2569079	4361	2573439	100.00
gi|184156320|ref|NC_010611.1|	NODE_189_length_5282_cov_14.5569_ID_377	1	2573452	5282	2578733	99.98
gi|184156320|ref|NC_010611.1|	NODE_34_length_30459_cov_16.9295_ID_67	30459	2578621	1	2609081	99.98
gi|184156320|ref|NC_010611.1|	NODE_1_length_105882_cov_17.5208_ID_1	105882	2608979	23349	2691509	99.71
gi|184156320|ref|NC_010611.1|	NODE_202_length_4346_cov_16.1583_ID_403	128	2715780	4346	2719995	97.96
gi|184156320|ref|NC_010611.1|	NODE_60_length_24217_cov_16.9757_ID_119	24217	2719932	1	2744147	99.99
gi|184156320|ref|NC_010611.1|	NODE_176_length_6225_cov_13.9103_ID_351	1	2744088	6225	2750312	100.00
gi|184156320|ref|NC_010611.1|	NODE_104_length_12559_cov_18.2724_ID_207	12559	2762515	1	2775073	99.98
gi|184156320|ref|NC_010611.1|	NODE_168_length_7011_cov_18.527_ID_335	1	2775212	7011	2782222	100.00
gi|184156320|ref|NC_010611.1|	NODE_31_length_30791_cov_16.141_ID_61	30791	2782119	128	2812781	99.98
gi|184156320|ref|NC_010611.1|	NODE_142_length_8624_cov_17.776_ID_283	8497	2812774	1	2821270	99.99
gi|184156320|ref|NC_010611.1|	NODE_133_length_9252_cov_18.6169_ID_265	1	2821098	9252	2830349	99.99
gi|184156320|ref|NC_010611.1|	NODE_204_length_4308_cov_14.7357_ID_407	1	2830539	4308	2834846	99.98
gi|184156320|ref|NC_010611.1|	NODE_88_length_15679_cov_16.3893_ID_175	15679	2834765	1	2850443	99.91
gi|184156320|ref|NC_010611.1|	NODE_21_length_36229_cov_17.1177_ID_41	36229	2850195	7814	2878609	99.98
gi|184156320|ref|NC_010611.1|	NODE_280_length_1252_cov_19.7662_ID_559	1	2908057	1252	2909308	83.84
gi|184156320|ref|NC_010611.1|	NODE_115_length_11079_cov_34.914_ID_229	11079	2909182	9513	2910748	94.07
gi|184156320|ref|NC_010611.1|	NODE_286_length_1170_cov_14.2867_ID_571	1170	2940195	1	2941364	99.91
gi|184156320|ref|NC_010611.1|	NODE_215_length_3808_cov_18.2565_ID_429	3808	2941264	1	2945071	100.00
gi|184156320|ref|NC_010611.1|	NODE_42_length_27275_cov_17.3603_ID_83	27275	2944998	1	2972272	99.99
gi|184156320|ref|NC_010611.1|	NODE_41_length_27329_cov_16.6655_ID_81	1	2972181	27329	2999510	99.99
gi|184156320|ref|NC_010611.1|	NODE_40_length_27865_cov_16.609_ID_79	1	2999397	27865	3027263	99.99
gi|184156320|ref|NC_010611.1|	NODE_57_length_24632_cov_17.1066_ID_113	1	3027183	24632	3051815	99.97
gi|184156320|ref|NC_010611.1|	NODE_301_length_1013_cov_6.72348_ID_601	1013	3051708	1	3052719	99.90
gi|184156320|ref|NC_010611.1|	NODE_267_length_1656_cov_12.7351_ID_533	1	3052620	1656	3054275	99.94
gi|184156320|ref|NC_010611.1|	NODE_197_length_4480_cov_19.0221_ID_393	4480	3055384	1	3059863	100.00
gi|184156320|ref|NC_010611.1|	NODE_81_length_16549_cov_16.9628_ID_161	1	3059774	16549	3076331	99.90
gi|184156320|ref|NC_010611.1|	NODE_124_length_10005_cov_18.3774_ID_247	10005	3076239	924	3085320	99.77
gi|184156320|ref|NC_010611.1|	NODE_161_length_7295_cov_17.8079_ID_321	1	3086205	7295	3093499	100.00
gi|184156320|ref|NC_010611.1|	NODE_102_length_12793_cov_16.2294_ID_203	1	3093475	12793	3106267	100.00
gi|184156320|ref|NC_010611.1|	NODE_170_length_6884_cov_19.4924_ID_339	1	3106159	6884	3113042	99.99
gi|184156320|ref|NC_010611.1|	NODE_227_length_2972_cov_11.5757_ID_453	2972	3112960	1	3115931	100.00
gi|184156320|ref|NC_010611.1|	NODE_277_length_1262_cov_9.11894_ID_553	1262	3115843	52	3117053	99.75
gi|184156320|ref|NC_010611.1|	NODE_158_length_7417_cov_29.5608_ID_315	7417	3116940	2	3124358	99.06
gi|184156320|ref|NC_010611.1|	NODE_242_length_2520_cov_21.4158_ID_483	691	3126843	2520	3128665	97.70
gi|184156320|ref|NC_010611.1|	NODE_256_length_1863_cov_14.9896_ID_511	1863	3128831	1	3130693	99.79
gi|184156320|ref|NC_010611.1|	NODE_224_length_3153_cov_17.9957_ID_447	1	3130606	3153	3133758	99.97
gi|184156320|ref|NC_010611.1|	NODE_101_length_12804_cov_20.8498_ID_201	1	3133714	12804	3146517	99.99
gi|184156320|ref|NC_010611.1|	NODE_212_length_3898_cov_14.8454_ID_423	3898	3146448	357	3149989	100.00
gi|184156320|ref|NC_010611.1|	NODE_25_length_32295_cov_17.6932_ID_49	32295	3151301	1	3183594	99.99
gi|184156320|ref|NC_010611.1|	NODE_297_length_1040_cov_11.805_ID_593	1	3208130	1040	3209170	99.90
gi|184156320|ref|NC_010611.1|	NODE_79_length_16810_cov_18.2012_ID_157	1	3209078	16810	3225888	99.99
gi|184156320|ref|NC_010611.1|	NODE_119_length_10984_cov_17.7369_ID_237	122	3226266	10984	3237128	100.00
gi|184156320|ref|NC_010611.1|	NODE_137_length_9048_cov_18.4993_ID_273	9048	3237004	80	3245972	99.97
gi|184156320|ref|NC_010611.1|	NODE_195_length_4522_cov_13.1675_ID_389	606	3245902	4522	3249818	99.97
gi|184156320|ref|NC_010611.1|	NODE_61_length_24097_cov_17.7225_ID_121	24097	3249719	128	3273687	99.99
gi|184156320|ref|NC_010611.1|	NODE_49_length_25808_cov_19.1449_ID_97	240	3273679	25640	3299078	99.98
