reference	query	refStart	queryStart	refEnd	queryEnd	identity
gi|184156320|ref|NC_010611.1|	NODE_127_length_5992_cov_24.2448_ID_253	128	1073054	5992	1078918	100.00
gi|184156320|ref|NC_010611.1|	NODE_154_length_2836_cov_23.2148_ID_307	1	1079061	2836	1081896	100.00
gi|184156320|ref|NC_010611.1|	NODE_53_length_23692_cov_24.236_ID_105	23692	1081871	1	1105562	99.97
gi|184156320|ref|NC_010611.1|	NODE_99_length_10033_cov_27.1713_ID_197	1	1105713	4364	1110076	99.45
gi|184156320|ref|NC_010611.1|	NODE_34_length_35522_cov_24.6646_ID_67	1	1114349	1360	1115708	99.93
gi|184156320|ref|NC_010611.1|	NODE_10_length_77217_cov_23.1512_ID_19	44835	1117141	46312	1118617	93.71
gi|184156320|ref|NC_010611.1|	NODE_148_length_3351_cov_45.1684_ID_295	2374	1155085	1	1157458	98.74
gi|184156320|ref|NC_010611.1|	NODE_33_length_36021_cov_22.5537_ID_65	1	1157332	6371	1163702	99.97
gi|184156320|ref|NC_010611.1|	NODE_77_length_15435_cov_21.4513_ID_153	15435	1157332	11942	1160824	89.16
gi|184156320|ref|NC_010611.1|	NODE_113_length_7800_cov_23.8792_ID_225	2005	1164130	3394	1165519	97.55
gi|184156320|ref|NC_010611.1|	NODE_91_length_11442_cov_23.3702_ID_181	11442	1193461	128	1204775	99.99
gi|184156320|ref|NC_010611.1|	NODE_167_length_1780_cov_17.7471_ID_333	128	1240303	1780	1241955	100.00
gi|184156320|ref|NC_010611.1|	NODE_144_length_4001_cov_20.7648_ID_287	4001	1241845	1	1245845	100.00
gi|184156320|ref|NC_010611.1|	NODE_74_length_16453_cov_24.7148_ID_147	16453	1245892	128	1262215	99.99
gi|184156320|ref|NC_010611.1|	NODE_60_length_20972_cov_23.5621_ID_119	20845	1262207	1	1283063	99.91
gi|184156320|ref|NC_010611.1|	NODE_92_length_11310_cov_21.956_ID_183	11310	1283247	1	1294555	99.83
gi|184156320|ref|NC_010611.1|	NODE_8_length_88140_cov_24.0065_ID_15	59736	1291582	60903	1292749	87.16
gi|184156320|ref|NC_010611.1|	NODE_88_length_12448_cov_24.3478_ID_175	12448	1294400	1	1306847	99.98
gi|184156320|ref|NC_010611.1|	NODE_122_length_6718_cov_17.4204_ID_243	1	1306788	6718	1313504	99.99
gi|184156320|ref|NC_010611.1|	NODE_155_length_2798_cov_14.1535_ID_309	2798	1313510	1	1316307	100.00
gi|184156320|ref|NC_010611.1|	NODE_131_length_5451_cov_18.9891_ID_261	5451	1316997	1	1322447	100.00
gi|184156320|ref|NC_010611.1|	NODE_58_length_21760_cov_23.8323_ID_115	21760	1322412	1965	1342207	100.00
gi|184156320|ref|NC_010611.1|	NODE_128_length_5781_cov_20.0932_ID_255	5781	1345629	1	1351410	99.98
gi|184156320|ref|NC_010611.1|	NODE_115_length_7505_cov_17.9718_ID_229	7505	1351334	1	1358838	99.96
gi|184156320|ref|NC_010611.1|	NODE_55_length_23369_cov_22.0099_ID_109	23369	1358861	1	1382228	99.99
gi|184156320|ref|NC_010611.1|	NODE_112_length_8382_cov_16.7799_ID_223	881	1379983	1930	1381033	88.05
gi|184156320|ref|NC_010611.1|	NODE_114_length_7752_cov_20.6502_ID_227	1	1382218	7752	1389969	100.00
gi|184156320|ref|NC_010611.1|	NODE_120_length_6824_cov_23.733_ID_239	6824	1389872	1	1396695	99.99
gi|184156320|ref|NC_010611.1|	NODE_45_length_27553_cov_23.8431_ID_89	27553	1396587	1	1424136	99.98
gi|184156320|ref|NC_010611.1|	NODE_166_length_1781_cov_10.3851_ID_331	1	1424040	1658	1425697	100.00
gi|184156320|ref|NC_010611.1|	NODE_37_length_31525_cov_22.8091_ID_73	31400	1425687	1	1457083	99.98
gi|184156320|ref|NC_010611.1|	NODE_178_length_1210_cov_6.86704_ID_355	1210	1457128	1	1458337	100.00
gi|184156320|ref|NC_010611.1|	NODE_11_length_74135_cov_22.9301_ID_21	485	1458377	74135	1532025	99.98
gi|184156320|ref|NC_010611.1|	NODE_38_length_31229_cov_22.2424_ID_75	21368	1458790	22480	1459909	85.37
gi|184156320|ref|NC_010611.1|	NODE_132_length_5262_cov_20.6532_ID_263	1	1532735	5262	1537996	100.00
gi|184156320|ref|NC_010611.1|	NODE_24_length_44764_cov_22.6315_ID_47	1	1538190	1058	1539247	97.92
gi|184156320|ref|NC_010611.1|	NODE_52_length_24012_cov_20.9091_ID_103	128	1582686	7332	1589890	99.96
gi|184156320|ref|NC_010611.1|	NODE_94_length_10695_cov_24.8757_ID_187	10695	1606656	1	1617351	99.98
gi|184156320|ref|NC_010611.1|	NODE_89_length_12093_cov_21.7768_ID_177	12093	1617380	1	1629472	99.99
gi|184156320|ref|NC_010611.1|	NODE_59_length_20985_cov_21.6154_ID_117	1	1629399	20985	1650384	99.97
gi|184156320|ref|NC_010611.1|	NODE_76_length_15604_cov_16.6218_ID_151	1	1650271	15604	1665874	99.99
gi|184156320|ref|NC_010611.1|	NODE_116_length_7462_cov_23.7309_ID_231	7462	1665971	1	1673432	100.00
gi|184156320|ref|NC_010611.1|	NODE_6_length_93901_cov_22.6588_ID_11	93901	1673374	1	1767272	99.98
gi|184156320|ref|NC_010611.1|	NODE_125_length_6384_cov_23.7631_ID_249	1	1767210	6384	1773594	99.97
gi|184156320|ref|NC_010611.1|	NODE_93_length_11095_cov_21.3239_ID_185	1	1773429	11095	1784524	99.97
gi|184156320|ref|NC_010611.1|	NODE_28_length_41687_cov_22.3658_ID_55	41687	1784443	3506	1822627	99.98
gi|184156320|ref|NC_010611.1|	NODE_57_length_21851_cov_19.6848_ID_113	1	1826014	21851	1847865	99.98
gi|184156320|ref|NC_010611.1|	NODE_30_length_39775_cov_23.2808_ID_59	39775	1847779	1	1887552	99.99
gi|184156320|ref|NC_010611.1|	NODE_168_length_1718_cov_13.1672_ID_335	1718	1887470	1	1889187	100.00
gi|184156320|ref|NC_010611.1|	NODE_157_length_2727_cov_25.4342_ID_313	2727	1889234	124	1891835	99.92
gi|184156320|ref|NC_010611.1|	NODE_71_length_17544_cov_21.4558_ID_141	17417	1891827	1	1909244	99.99
gi|184156320|ref|NC_010611.1|	NODE_97_length_10284_cov_21.5855_ID_193	1	1909208	10284	1919491	100.00
gi|184156320|ref|NC_010611.1|	NODE_143_length_4025_cov_15.7309_ID_285	1	1919836	4025	1923860	99.98
gi|184156320|ref|NC_010611.1|	NODE_95_length_10578_cov_24.1319_ID_189	1	1923987	10451	1934437	99.98
gi|184156320|ref|NC_010611.1|	NODE_164_length_1869_cov_13.752_ID_327	1742	1934429	1	1936170	100.00
gi|184156320|ref|NC_010611.1|	NODE_141_length_4257_cov_23.6286_ID_281	4257	1936063	1	1940318	99.95
gi|184156320|ref|NC_010611.1|	NODE_56_length_23026_cov_22.5383_ID_111	23026	1940154	1	1963165	99.92
gi|184156320|ref|NC_010611.1|	NODE_87_length_12922_cov_21.8028_ID_173	1	1963066	12922	1975988	99.98
gi|184156320|ref|NC_010611.1|	NODE_147_length_3352_cov_19.5408_ID_293	3352	1975994	1	1979345	99.94
gi|184156320|ref|NC_010611.1|	NODE_140_length_4374_cov_14.7299_ID_279	4374	1979254	1	1983626	99.98
gi|184156320|ref|NC_010611.1|	NODE_119_length_7095_cov_21.8416_ID_237	7095	1983559	1	1990652	99.96
gi|184156320|ref|NC_010611.1|	NODE_73_length_16746_cov_22.7287_ID_145	16654	1990569	1	2007221	99.97
gi|184156320|ref|NC_010611.1|	NODE_50_length_24854_cov_22.3723_ID_99	1	2007510	6049	2013557	98.86
gi|184156320|ref|NC_010611.1|	NODE_68_length_17857_cov_22.6212_ID_135	17857	2007510	16692	2008676	94.26
gi|184156320|ref|NC_010611.1|	NODE_104_length_9524_cov_20.7691_ID_207	1	2031748	9524	2041270	99.97
gi|184156320|ref|NC_010611.1|	NODE_174_length_1359_cov_11.3263_ID_347	1	2041201	1359	2042559	99.93
gi|184156320|ref|NC_010611.1|	NODE_61_length_19999_cov_20.1704_ID_121	1	2042450	19999	2062465	99.89
gi|184156320|ref|NC_010611.1|	NODE_173_length_1390_cov_21.0475_ID_345	1390	2062444	30	2063804	99.56
gi|184156320|ref|NC_010611.1|	NODE_158_length_2641_cov_20.5227_ID_315	1	2081858	2641	2084498	100.00
gi|184156320|ref|NC_010611.1|	NODE_146_length_3529_cov_20.9456_ID_291	1	2084404	3529	2087932	100.00
gi|184156320|ref|NC_010611.1|	NODE_75_length_16212_cov_21.6492_ID_149	1	2177315	16212	2193523	99.97
gi|184156320|ref|NC_010611.1|	NODE_101_length_9692_cov_23.4355_ID_201	9692	2193515	2	2203208	99.95
gi|184156320|ref|NC_010611.1|	NODE_107_length_8935_cov_22.8474_ID_213	8935	2203405	1	2212339	100.00
gi|184156320|ref|NC_010611.1|	NODE_29_length_40839_cov_22.0489_ID_57	1	2212296	1435	2213727	99.79
gi|184156320|ref|NC_010611.1|	NODE_82_length_14898_cov_25.7587_ID_163	14898	2254120	85	2268936	99.97
gi|184156320|ref|NC_010611.1|	NODE_103_length_9636_cov_20.4181_ID_205	2221	2282924	4868	2285568	91.54
gi|184156320|ref|NC_010611.1|	NODE_25_length_43954_cov_24.9163_ID_49	162	2291385	11803	2303027	96.13
gi|184156320|ref|NC_010611.1|	NODE_124_length_6446_cov_21.191_ID_247	1	2335359	6446	2341805	99.74
gi|184156320|ref|NC_010611.1|	NODE_156_length_2758_cov_22.7955_ID_311	2758	2399689	128	2402319	100.00
gi|184156320|ref|NC_010611.1|	NODE_159_length_2613_cov_25.2309_ID_317	1	2411369	2488	2413856	100.00
gi|184156320|ref|NC_010611.1|	NODE_48_length_26013_cov_23.7322_ID_95	128	2413846	25944	2439661	99.96
gi|184156320|ref|NC_010611.1|	NODE_111_length_8444_cov_20.6583_ID_221	1	2439902	8444	2448344	99.95
gi|184156320|ref|NC_010611.1|	NODE_66_length_18271_cov_23.3491_ID_131	18271	2448239	1	2466506	99.97
gi|184156320|ref|NC_010611.1|	NODE_64_length_18715_cov_23.8877_ID_127	18715	2466420	1	2485132	99.98
gi|184156320|ref|NC_010611.1|	NODE_78_length_15341_cov_23.0142_ID_155	15341	2485029	1	2500368	99.98
gi|184156320|ref|NC_010611.1|	NODE_39_length_30843_cov_25.3634_ID_77	1	2500504	30843	2531349	99.98
gi|184156320|ref|NC_010611.1|	NODE_161_length_2212_cov_18.377_ID_321	121	2531403	2212	2533494	99.95
gi|184156320|ref|NC_010611.1|	NODE_170_length_1630_cov_17.2522_ID_339	1630	2534248	128	2535750	99.40
gi|184156320|ref|NC_010611.1|	NODE_79_length_15220_cov_23.0197_ID_157	4654	2539679	1	2544334	99.96
gi|184156320|ref|NC_010611.1|	NODE_80_length_15196_cov_19.2925_ID_159	15196	2544333	1080	2558447	99.96
gi|184156320|ref|NC_010611.1|	NODE_118_length_7164_cov_21.5927_ID_235	7164	2560632	1	2567795	100.00
gi|184156320|ref|NC_010611.1|	NODE_135_length_5043_cov_21.9451_ID_269	1	2567920	5043	2572962	100.00
gi|184156320|ref|NC_010611.1|	NODE_44_length_27801_cov_22.2045_ID_87	27801	2573240	1	2601042	99.97
gi|184156320|ref|NC_010611.1|	NODE_15_length_64525_cov_23.0164_ID_29	1	2600999	64525	2665519	99.99
gi|184156320|ref|NC_010611.1|	NODE_20_length_49326_cov_23.4976_ID_39	49326	2665488	23306	2691509	99.11
gi|184156320|ref|NC_010611.1|	NODE_108_length_8867_cov_22.0384_ID_215	127	2715780	8867	2724517	99.02
gi|184156320|ref|NC_010611.1|	NODE_62_length_19790_cov_22.8154_ID_123	1	2724369	19790	2744157	99.99
gi|184156320|ref|NC_010611.1|	NODE_32_length_37687_cov_23.2423_ID_63	37687	2775223	128	2812781	99.98
gi|184156320|ref|NC_010611.1|	NODE_110_length_8756_cov_24.8808_ID_219	127	2812774	8756	2821403	99.99
gi|184156320|ref|NC_010611.1|	NODE_35_length_33864_cov_23.1145_ID_69	33864	2821330	1	2855192	99.99
gi|184156320|ref|NC_010611.1|	NODE_27_length_42348_cov_22.6467_ID_53	42348	2855032	18770	2878609	99.99
gi|184156320|ref|NC_010611.1|	NODE_5_length_100782_cov_23.6431_ID_9	100782	2951113	1	3051897	99.98
gi|184156320|ref|NC_010611.1|	NODE_149_length_3299_cov_12.1352_ID_297	1	3051876	3299	3055174	99.97
gi|184156320|ref|NC_010611.1|	NODE_139_length_4655_cov_26.9282_ID_277	4655	3055379	1	3060033	100.00
gi|184156320|ref|NC_010611.1|	NODE_133_length_5066_cov_21.1191_ID_265	1	3059934	5066	3065000	99.94
gi|184156320|ref|NC_010611.1|	NODE_43_length_28773_cov_23.5139_ID_85	28773	3064888	8349	3085320	99.84
gi|184156320|ref|NC_010611.1|	NODE_40_length_30384_cov_26.5298_ID_79	30384	3093284	1	3123668	99.89
gi|184156320|ref|NC_010611.1|	NODE_171_length_1559_cov_47.1767_ID_341	1255	3127412	1	3128666	98.33
gi|184156320|ref|NC_010611.1|	NODE_69_length_17776_cov_26.2717_ID_137	17776	3128700	1	3146475	100.00
gi|184156320|ref|NC_010611.1|	NODE_162_length_1882_cov_20.4108_ID_323	1	3146365	1882	3148246	100.00
gi|184156320|ref|NC_010611.1|	NODE_31_length_37708_cov_23.8728_ID_61	1	3148133	1857	3149989	100.00
gi|184156320|ref|NC_010611.1|	NODE_84_length_14719_cov_21.9325_ID_167	14719	3194488	1	3209207	99.96
gi|184156320|ref|NC_010611.1|	NODE_72_length_17333_cov_23.9565_ID_143	17333	3209068	128	3226274	99.99
gi|184156320|ref|NC_010611.1|	NODE_21_length_48366_cov_24.2936_ID_41	240	3226266	19952	3245978	99.99
gi|184156320|ref|NC_010611.1|	NODE_2_length_110358_cov_25.0544_ID_3	240	3273679	87826	3361267	99.99
gi|184156320|ref|NC_010611.1|	NODE_46_length_27059_cov_23.8121_ID_91	356	3393370	17941	3410954	99.99
gi|184156320|ref|NC_010611.1|	NODE_49_length_25516_cov_22.3994_ID_97	25516	3426564	1400	3450671	99.90
gi|184156320|ref|NC_010611.1|	NODE_9_length_87374_cov_24.8711_ID_17	87247	3451874	25188	3513959	99.94
gi|184156320|ref|NC_010611.1|	NODE_163_length_1872_cov_22.4648_ID_325	1872	3539365	1	3541236	100.00
gi|184156320|ref|NC_010611.1|	NODE_7_length_89636_cov_23.9218_ID_13	89636	3541432	8893	3622200	99.31
gi|184156320|ref|NC_010611.1|	NODE_142_length_4027_cov_22.1697_ID_283	1	3629229	4027	3633254	98.96
gi|184156320|ref|NC_010611.1|	NODE_36_length_33240_cov_24.6863_ID_71	1	3633143	17339	3650446	98.30
gi|184156320|ref|NC_010611.1|	NODE_3_length_108963_cov_24.4533_ID_5	107382	3669228	104791	3671820	95.15
gi|184156320|ref|NC_010611.1|	NODE_51_length_24253_cov_23.9887_ID_101	212	3782471	16162	3798421	97.93
gi|184156320|ref|NC_010611.1|	NODE_63_length_19505_cov_25.1536_ID_125	19505	3811234	1	3830737	97.52
gi|184156320|ref|NC_010611.1|	NODE_19_length_50557_cov_25.0749_ID_37	1	3830646	50557	3881209	98.43
gi|184156320|ref|NC_010611.1|	NODE_126_length_6384_cov_22.2106_ID_251	1	3881154	6384	3887540	98.65
